 0.00000000e+00 -1.13362957e+00 -7.78511393e-01 -2.93281102e+00 -2.20058935e+00 -7.98732459e+00 -7.90270214e+00 -5.84119761e+00 -1.48540938e+01 -1.47330098e+01 -1.05594717e+01 -2.51316960e+01 -2.51159351e+01 -2.49206800e+01 -3.79101058e+01 -3.79037161e+01 -3.76774815e+01
 1.00000000e-04 -1.13362957e+00 -7.78611387e-01 -2.93281101e+00 -2.20068934e+00 -7.98732458e+00 -7.90280212e+00 -5.84144758e+00 -1.48540937e+01 -1.47331098e+01 -1.05597217e+01 -2.51316960e+01 -2.51160851e+01 -2.49208800e+01 -3.79101058e+01 -3.79038661e+01 -3.76776815e+01
 1.00000000e-03 -1.13362918e+00 -7.79510770e-01 -2.93281085e+00 -2.20158911e+00 -7.98732362e+00 -7.90370024e+00 -5.84369557e+00 -1.48540931e+01 -1.47340091e+01 -1.05619708e+01 -2.51316948e+01 -2.51174337e+01 -2.49226783e+01 -3.79101051e+01 -3.79052153e+01 -3.76794806e+01
 1.00000000e-02 -1.13359073e+00 -7.88449170e-01 -2.93279471e+00 -2.21056617e+00 -7.98722739e+00 -7.91251244e+00 -5.86599432e+00 -1.48540311e+01 -1.47429384e+01 -1.05843784e+01 -2.51315708e+01 -2.51307925e+01 -2.49405091e+01 -3.79100340e+01 -3.79186351e+01 -3.76973903e+01
 2.50000000e-02 -1.13338689e+00 -8.03123395e-01 -2.93270908e+00 -2.22544456e+00 -7.98671801e+00 -7.92652559e+00 -5.90242986e+00 -1.48537021e+01 -1.47575637e+01 -1.06213888e+01 -2.51309136e+01 -2.51525445e+01 -2.49696126e+01 -3.79096573e+01 -3.79407096e+01 -3.77269113e+01
 5.00000000e-02 -1.13265994e+00 -8.26971561e-01 -2.93240337e+00 -2.25001068e+00 -7.98491125e+00 -7.94811093e+00 -5.96116463e+00 -1.48525296e+01 -1.47812295e+01 -1.06821429e+01 -2.51285730e+01 -2.51873826e+01 -2.50164226e+01 -3.79083128e+01 -3.79766912e+01 -3.77752023e+01
 7.50000000e-02 -1.13145198e+00 -8.50088193e-01 -2.93189412e+00 -2.27428906e+00 -7.98194054e+00 -7.96772290e+00 -6.01750487e+00 -1.48505829e+01 -1.48040187e+01 -1.07417425e+01 -2.51246941e+01 -2.52204778e+01 -2.50611444e+01 -3.79060749e+01 -3.80116644e+01 -3.78223587e+01
 1.00000000e-01 -1.12976826e+00 -8.72516913e-01 -2.93118172e+00 -2.29828193e+00 -7.97785890e+00 -7.99027221e+00 -6.07159410e+00 -1.48478732e+01 -1.48259493e+01 -1.08002015e+01 -2.51193073e+01 -2.52518729e+01 -2.51038309e+01 -3.79029479e+01 -3.80456351e+01 -3.78683874e+01
 1.50000000e-01 -1.12500310e+00 -9.15497679e-01 -2.92914990e+00 -2.34542386e+00 -7.96661738e+00 -8.04105943e+00 -6.17366318e+00 -1.48402265e+01 -1.48673325e+01 -1.09137744e+01 -2.51041674e+01 -2.53097784e+01 -2.51833682e+01 -3.78940517e+01 -3.81106027e+01 -3.79571028e+01
 2.00000000e-01 -1.11843694e+00 -9.56263259e-01 -2.92631414e+00 -2.39146798e+00 -7.95171129e+00 -8.08668830e+00 -6.26862292e+00 -1.48297402e+01 -1.49239971e+01 -1.10230498e+01 -2.50835080e+01 -2.53615701e+01 -2.52556316e+01 -3.78816884e+01 -3.81716795e+01 -3.80414508e+01
 2.50000000e-01 -1.11015737e+00 -9.95102125e-01 -2.92268293e+00 -2.43645313e+00 -7.93363175e+00 -8.12828003e+00 -6.35756378e+00 -1.48165954e+01 -1.49805379e+01 -1.11282543e+01 -2.50641554e+01 -2.54077349e+01 -2.53212417e+01 -3.78659410e+01 -3.82289748e+01 -3.81215616e+01
 3.00000000e-01 -1.10025958e+00 -1.03224317e+00 -2.91826675e+00 -2.48042231e+00 -7.91280049e+00 -8.16655561e+00 -6.44138559e+00 -1.48009865e+01 -1.50339202e+01 -1.12296319e+01 -2.50713797e+01 -2.54487377e+01 -2.53807879e+01 -3.78858864e+01 -3.82826152e+01 -3.81975844e+01
 4.00000000e-01 -1.07599579e+00 -1.10212931e+00 -2.90712987e+00 -2.56549086e+00 -7.86421757e+00 -8.23504909e+00 -6.59649557e+00 -1.47631523e+01 -1.51324328e+01 -1.14218936e+01 -2.50699779e+01 -2.55169379e+01 -2.55648383e+01 -3.79209499e+01 -3.83794870e+01 -3.83380136e+01
 5.00000000e-01 -1.04638815e+00 -1.17324533e+00 -2.89301744e+00 -2.64702140e+00 -7.80806141e+00 -8.29490216e+00 -6.73849041e+00 -1.47177021e+01 -1.52216220e+01 -1.16017246e+01 -2.50507161e+01 -2.55691544e+01 -2.57357690e+01 -3.79408045e+01 -3.84634442e+01 -3.84640610e+01
 6.00000000e-01 -1.01210070e+00 -1.24055427e+00 -2.87605866e+00 -2.72533253e+00 -7.74574232e+00 -8.34781661e+00 -6.87061893e+00 -1.46659022e+01 -1.53030758e+01 -1.17708154e+01 -2.50167301e+01 -2.56078176e+01 -2.58924243e+01 -3.79470049e+01 -3.85356309e+01 -3.85770184e+01
 7.00000000e-01 -9.73705476e-01 -1.30322985e+00 -2.85639094e+00 -2.80070567e+00 -7.67823379e+00 -8.39494503e+00 -7.00451264e+00 -1.46088021e+01 -1.53780034e+01 -1.19306332e+01 -2.49704687e+01 -2.56349009e+01 -2.60368117e+01 -3.79409708e+01 -3.85971300e+01 -3.87398536e+01
 8.00000000e-01 -9.31688156e-01 -1.36192742e+00 -2.83415429e+00 -2.87338660e+00 -7.60623427e+00 -8.43711106e+00 -7.14952945e+00 -1.45472509e+01 -1.54473352e+01 -1.20824390e+01 -2.49138680e+01 -2.56520134e+01 -2.61705797e+01 -3.79239734e+01 -3.86489373e+01 -3.89194843e+01
 9.00000000e-01 -8.86459641e-01 -1.41716046e+00 -2.80948736e+00 -2.94359003e+00 -7.53026567e+00 -8.47492749e+00 -7.28826745e+00 -1.44819239e+01 -1.55117968e+01 -1.22273171e+01 -2.48484747e+01 -2.56604766e+01 -2.62950969e+01 -3.78971408e+01 -3.86919551e+01 -3.90894156e+01
 1.00000000e+00 -8.38368116e-01 -1.46934316e+00 -2.78252474e+00 -3.01150434e+00 -7.45073284e+00 -8.50886550e+00 -7.42157531e+00 -1.44133498e+01 -1.55719618e+01 -1.23662028e+01 -2.47755343e+01 -2.56613847e+01 -2.64115119e+01 -3.78614708e+01 -3.87269932e+01 -3.92505695e+01
 1.10000000e+00 -7.87709877e-01 -1.51881647e+00 -2.75339523e+00 -3.07729588e+00 -7.36796013e+00 -8.53929775e+00 -7.55011687e+00 -1.43419348e+01 -1.56282906e+01 -1.24999050e+01 -2.46960563e+01 -2.56556511e+01 -2.65207986e+01 -3.78178451e+01 -3.87579869e+01 -3.94037452e+01
 1.20000000e+00 -7.34738423e-01 -1.56586533e+00 -2.72222096e+00 -3.14111248e+00 -7.28221444e+00 -8.56652621e+00 -7.67442257e+00 -1.42679874e+01 -1.56811575e+01 -1.26291254e+01 -2.46108629e+01 -2.56540584e+01 -2.66237898e+01 -3.77670439e+01 -3.88123895e+01 -3.95496429e+01
